Provider/Agency,Hosting Org,Street Address,City,State,Postal Code,"Location (Lat, Long)",Latitude,Longitude,NTA Code,NTA Name,Council Distrcit,Offer Wifi,Original Dataset,Add'l Info
ALTICEUSA,Unknown,ROOF MOUNTED   LEFT  SIDE FRONT,Brooklyn,New York,11213,"(40.6734299998, -73.9346299998)",40.67343,-73.93463,BK61,Crown Heights North,36,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,10-51 JACKSON AVENUE,Queens,New York,11101,"(40.7426309099, -73.9526776598)",40.74263091,-73.95267766,QN31,Hunters Point-Sunnyside-West Maspeth,26,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,37-02 QUEENS BLVD,Queens,New York,11101,"(40.7439759997, -73.9277719998)",40.743976,-73.927772,QN31,Hunters Point-Sunnyside-West Maspeth,26,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
SPECTRUM,Unknown,Track & Field,Brooklyn,New York,11222,"(40.7200789997, -73.9495109998)",40.720079,-73.949511,BK73,North Side-South Side,33,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
NYPL,Unknown,309 NEW DORP LANE,Staten Island,New York,10306,"(40.5719318484, -74.1119581475)",40.57193185,-74.11195815,SI45,New Dorp-Midland Beach,50,Free,NYC Wifi Hotspot Locations,NYPL
Fiberless,Unknown,Building 140 Soisson Landing,New York,New York,10004,"(40.6927199996, -74.0157800002)",40.69272,-74.01578,MN99,Governors Island,1,Free,NYC Wifi Hotspot Locations,Governors Island
LinkNYC - Citybridge,Unknown,101 EAST 29 STREET,New York,New York,10016,"(40.7438912097, -73.9833700403)",40.74389121,-73.98337004,MN20,Murray Hill-Kips Bay,2,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,3497 BROADWAY,New York,New York,10031,"(40.8250896001, -73.9516556999)",40.8250896,-73.9516557,MN04,Hamilton Heights,7,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,200 DR MARTIN LUTHER KING BLVD,New York,New York,10027,"(40.8090218697, -73.9486888994)",40.80902187,-73.9486889,MN11,Central Harlem South,9,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
ALTICEUSA,Unknown,IN PARK ABOVE  PLAYGROUND  NORTH SIDE,Brooklyn,New York,11237,"(40.7029779998, -73.9247370003)",40.702978,-73.924737,BK77,Bushwick North,34,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,2565 BROADWAY,New York,New York,10025,"(40.7948956597, -73.9718562601)",40.79489566,-73.97185626,MN12,Upper West Side,6,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,170 EAST 33 STREET,New York,New York,10016,"(40.7450998102, -73.9788209601)",40.74509981,-73.97882096,MN20,Murray Hill-Kips Bay,2,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,628 NOSTRAND AVENUE,Brooklyn,New York,11216,"(40.6769760001, -73.9499159996)",40.676976,-73.949916,BK61,Crown Heights North,36,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Manhattan Down Alliance,Unknown,"54 Stone Street, New York, NY 10004, USA",New York,New York,10004,"(40.7042998996, -74.0102005003)",40.7042999,-74.0102005,MN25,Battery Park City-Lower Manhattan,1,Free,NYC Wifi Hotspot Locations,#DwtwnAllianceFreeWiFi
LinkNYC - Citybridge,Unknown,2828 BROADWAY,New York,New York,10025,"(40.8038612301, -73.9667075405)",40.80386123,-73.96670754,MN09,Morningside Heights,7,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,2120 BROADWAY,New York,New York,10023,"(40.7803212402, -73.9813105102)",40.78032124,-73.98131051,MN12,Upper West Side,6,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
SPECTRUM,Unknown,North side of Comfort Station,Queens,New York,11377,"(40.7475179999, -73.9105759999)",40.747518,-73.910576,QN63,Woodside,26,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,380 W 125 ST,New York,New York,10027,"(40.8112048322, -73.9538487753)",40.81120483,-73.95384878,MN09,Morningside Heights,9,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
NYPL,Unknown,830 HUGUENOT AVENUE,Staten Island,New York,10312,"(40.5340582999, -74.193236856)",40.5340583,-74.19323686,SI32,Rossville-Woodrow,51,Free,NYC Wifi Hotspot Locations,NYPL
ALTICEUSA,Unknown,MORRIS AV 1 P/S/O MT EDEN PKWY,Bronx,New York,10457,"(40.8423270004, -73.9097340002)",40.842327,-73.909734,BX14,East Concourse-Concourse Village,16,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
Transit Wireless,Unknown,"8 St-New York University (N,R)",New York,New York,10003,"(40.7303280003, -73.9926289996)",40.730328,-73.992629,MN23,West Village,2,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
SPECTRUM,Unknown,Fitness Room,New York,New York,10029,"(40.7936690002, -73.9368160005)",40.793669,-73.936816,MN34,East Harlem North,8,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
Fiberless,Unknown,Building 407A Back,New York,New York,10004,"(40.6904099998, -74.0176699999)",40.69041,-74.01767,MN99,Governors Island,1,Free,NYC Wifi Hotspot Locations,Governors Island
LinkNYC - Citybridge,Unknown,819 6 AVENUE,New York,New York,10001,"(40.7462508997, -73.9905059896)",40.7462509,-73.99050599,MN17,Midtown-Midtown South,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Transit Wireless,Unknown,"34 St-Penn Station (1,2,3)",New York,New York,10001,"(40.750373, -73.9910570003)",40.750373,-73.991057,MN17,Midtown-Midtown South,3,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
LinkNYC - Citybridge,Unknown,1200 1 AVENUE,New York,New York,10065,"(40.7632177698, -73.9592016295)",40.76321777,-73.95920163,MN31,Lenox Hill-Roosevelt Island,5,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Transit Wireless,Unknown,DeKalb Av (L),Brooklyn,New York,11237,"(40.7038110001, -73.9184250003)",40.703811,-73.918425,BK77,Bushwick North,37,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
LinkNYC - Citybridge,Unknown,77-20 QUEENS BOULEVARD,Queens,New York,11373,"(40.7381085702, -73.8857174696)",40.73810857,-73.88571747,QN50,Elmhurst-Maspeth,25,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,944 1 AVENUE,New York,New York,10022,"(40.7549906503, -73.9651895595)",40.75499065,-73.96518956,MN19,Turtle Bay-East Midtown,4,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,94-02 JAMAICA AVENUE,Queens,New York,11421,"(40.6939628501, -73.8511847395)",40.69396285,-73.85118474,QN53,Woodhaven,32,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Downtown Brooklyn,Unknown,1 Dekalb Ave.,Brooklyn,New York,11201,"(40.6901370001, -73.9832259996)",40.690137,-73.983226,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,Free,NYC Wifi Hotspot Locations,Downtown Brooklyn WiFi
LinkNYC - Citybridge,Unknown,1460 3 AVENUE,New York,New York,10028,"(40.7768330001, -73.9555860005)",40.776833,-73.955586,MN40,Upper East Side-Carnegie Hill,5,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,307 FLATBUSH AVENUE,Brooklyn,New York,11217,"(40.6784527942, -73.9732527771)",40.67845279,-73.97325278,BK64,Prospect Heights,35,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
SPECTRUM,Unknown,Lobby,Brooklyn,New York,11231,"(40.6723560001, -74.0040460005)",40.672356,-74.004046,BK33,Carroll Gardens-Columbia Street-Red Hook,38,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,99 EAST 34 STREET,New York,New York,10016,"(40.7470545903, -73.9810610705)",40.74705459,-73.98106107,MN20,Murray Hill-Kips Bay,2,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,501 2 AVENUE,New York,New York,10016,"(40.7412250301, -73.9789346196)",40.74122503,-73.97893462,MN20,Murray Hill-Kips Bay,2,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Transit Wireless,Unknown,"Cathedral Pkwy-110 St (B,C)",New York,New York,10026,"(40.8006050001, -73.9581590002)",40.800605,-73.958159,MN11,Central Harlem South,9,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
LinkNYC - Citybridge,Unknown,691 FULTON STREET,Brooklyn,New York,11217,"(40.6878896096, -73.9782016897)",40.68788961,-73.97820169,BK68,Fort Greene,35,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Transit Wireless,Unknown,Lexington Ave,New York,New York,10065,"(40.7626599996, -73.9672579996)",40.76266,-73.967258,MN40,Upper East Side-Carnegie Hill,4,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
LinkNYC - Citybridge,Unknown,32-44 QUEENS BOULEVARD,Queens,New York,11101,"(40.7444500197, -73.9318752102)",40.74445002,-73.93187521,QN31,Hunters Point-Sunnyside-West Maspeth,26,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Transit Wireless,Unknown,103 St (1),New York,New York,10025,"(40.7994460003, -73.9683789996)",40.799446,-73.968379,MN12,Upper West Side,6,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
LinkNYC - Citybridge,Unknown,2292 3 AVENUE,New York,New York,10035,"(40.8035156697, -73.9361068502)",40.80351567,-73.93610685,MN34,East Harlem North,8,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
NYPL,Unknown,985 MORRIS PARK AVENUE,Bronx,New York,10462,"(40.8480291101, -73.8569578538)",40.84802911,-73.85695785,BX37,Van Nest-Morris Park-Westchester Square,13,Free,NYC Wifi Hotspot Locations,NYPL
LinkNYC - Citybridge,Unknown,1253 AMSTERDAM AVENUE,New York,New York,10027,"(40.8103780004, -73.9583210001)",40.810378,-73.958321,MN09,Morningside Heights,7,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Downtown Brooklyn,Unknown,196 Flatbush Ave. Extension (Pole),Brooklyn,New York,11201,"(40.6937210001, -73.9833279997)",40.693721,-73.983328,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,Free,NYC Wifi Hotspot Locations,Downtown Brooklyn WiFi
LinkNYC - Citybridge,Unknown,66 WEST 21 STREET,New York,New York,10010,"(40.7415020499, -73.9935926005)",40.74150205,-73.9935926,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,1981 BROADWAY,New York,New York,10023,"(40.7749130002, -73.9823880003)",40.774913,-73.982388,MN14,Lincoln Square,6,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
SPECTRUM,Unknown,Park Perimeter,Queens,New York,11355,"(40.7484900001, -73.8212100001)",40.74849,-73.82121,QN62,Queensboro Hill,20,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
Chelsea,Unknown,10th and 15th,New York,New York,10011,"(40.7427538286, -74.0076720715)",40.74275383,-74.00767207,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,Free,NYC Wifi Hotspot Locations,CICFreeWiFi
LinkNYC - Citybridge,Unknown,215 WEST 88 STREET,New York,New York,10024,"(40.7894572696, -73.9750410102)",40.78945727,-73.97504101,MN12,Upper West Side,6,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,183 CANAL STREET,New York,New York,10013,"(40.716869, -73.9975780003)",40.716869,-73.997578,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,86-10 ROOSEVELT AVENUE,Queens,New York,11373,"(40.7479809503, -73.8800268197)",40.74798095,-73.88002682,QN29,Elmhurst,21,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
AT&T,Unknown,Near Vine St and Columbia Heights,Brooklyn,New York,11201,"(40.7014999998, -73.9943000006)",40.7015,-73.9943,BK09,Brooklyn Heights-Cobble Hill,33,Free,NYC Wifi Hotspot Locations,attwifi
LinkNYC - Citybridge,Unknown,344 EAST 61 STREET,New York,New York,10065,"(40.7609463402, -73.9613974296)",40.76094634,-73.96139743,MN31,Lenox Hill-Roosevelt Island,5,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,2454 CRESTON AVENUE,Bronx,New York,10468,"(40.8621522603, -73.89839588)",40.86215226,-73.89839588,BX40,Fordham South,14,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,175 2 AVENUE,New York,New York,10003,"(40.7305370603, -73.9863894501)",40.73053706,-73.98638945,MN22,East Village,2,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
ALTICEUSA,Unknown,ROOF OF BEACH HOUSE EAST SIDE,Brooklyn,New York,11235,"(40.5769599998, -73.9435899994)",40.57696,-73.94359,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,48,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,77 7 AVENUE,New York,New York,10011,"(40.7391065499, -73.9991502702)",40.73910655,-73.99915027,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Transit Wireless,Unknown,IRT-7-90TH ST - ELMHURST AV,Queens,New York,11373,"(40.7424539997, -73.8820169994)",40.742454,-73.882017,QN29,Elmhurst,25,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
NYPL,Unknown,320 CITY ISLAND AVENUE,Bronx,New York,10464,"(40.8476919036, -73.786366589)",40.8476919,-73.78636659,BX10,Pelham Bay-Country Club-City Island,13,Free,NYC Wifi Hotspot Locations,NYPL
LinkNYC - Citybridge,Unknown,3659 BROADWAY,New York,New York,10031,"(40.8302090304, -73.9479114794)",40.83020903,-73.94791148,MN04,Hamilton Heights,7,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,557 8 AVENUE,New York,New York,10018,"(40.7546658704, -73.9918160201)",40.75466587,-73.99181602,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Transit Wireless,Unknown,42th Street - 6 Avenue,New York,New York,10036,"(40.7542219997, -73.984569)",40.754222,-73.984569,MN17,Midtown-Midtown South,4,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
Transit Wireless,Unknown,96 St (6),New York,New York,10128,"(40.785672, -73.9510700004)",40.785672,-73.95107,MN40,Upper East Side-Carnegie Hill,5,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
ALTICEUSA,Unknown,N/O CROTONA PK SOUTH NEXT TO VICTORY GARDEN INSIDE PARK,Bronx,New York,10456,"(40.8356910004, -73.900089)",40.835691,-73.900089,BX99,park-cemetery-etc-Bronx,17,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
Transit Wireless,Unknown,Fordham Rd,Bronx,New York,10458,"(40.8612959996, -73.8977489998)",40.861296,-73.897749,BX05,Bedford Park-Fordham North,15,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
City Tech,Unknown,300 Jay Street,Brooklyn,New York,11201,"(40.6960269997, -73.9884560003)",40.696027,-73.988456,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,Free,NYC Wifi Hotspot Locations,DowntownBrooklynWiFi_Fon
Harlem,Unknown,2037 7Th Avenue_HCZ,New York,New York,10027,"(40.806858, -73.9497260004)",40.806858,-73.949726,MN11,Central Harlem South,9,Free,NYC Wifi Hotspot Locations,Harlem Wi-Fi
LinkNYC - Citybridge,Unknown,200 HUDSON STREET,New York,New York,10013,"(40.7228704203, -74.0079797698)",40.72287042,-74.00797977,MN24,SoHo-TriBeCa-Civic Center-Little Italy,1,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,141 LIVINGSTON STREET,Brooklyn,New York,11201,"(40.6905944398, -73.9879984001)",40.69059444,-73.9879984,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,3569 BROADWAY,New York,New York,10031,"(40.8273201098, -73.9500258603)",40.82732011,-73.95002586,MN04,Hamilton Heights,7,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,1940 ADAM CLAYTON POWELL JR BOULEVARD,New York,New York,10026,"(40.8040469596, -73.9521399306)",40.80404696,-73.95213993,MN11,Central Harlem South,9,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
ALTICEUSA,Unknown,LOBBY,Brooklyn,New York,11213,"(40.6736949998, -73.9349349997)",40.673695,-73.934935,BK61,Crown Heights North,36,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
LinkNYC - Citybridge,Unknown,605 FULTON STREET,Brooklyn,New York,11201,"(40.6888509997, -73.9806129999)",40.688851,-73.980613,BK68,Fort Greene,35,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,117 E 167th ST,Bronx,New York,10452,"(40.8349041574, -73.9182258958)",40.83490416,-73.9182259,BX63,West Concourse,16,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,101 AVENUE OF PUERTO RICO,Brooklyn,New York,11206,"(40.7050604197, -73.9429175794)",40.70506042,-73.94291758,BK90,East Williamsburg,34,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,135 EAST 146 STREET,Bronx,New York,10451,"(40.8175121901, -73.9288864302)",40.81751219,-73.92888643,BX63,West Concourse,17,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
ALTICEUSA,Unknown,C/O BURKE AV /BRUNER AV,Bronx,New York,10469,"(40.8747769996, -73.8391809994)",40.874777,-73.839181,BX03,Eastchester-Edenwald-Baychester,12,Limited Free,NYC Wifi Hotspot Locations,GuestWiFi
Downtown Brooklyn,Unknown,1 University Plaza (LIU),Brooklyn,New York,11201,"(40.6906220002, -73.9814140004)",40.690622,-73.981414,BK68,Fort Greene,35,Free,NYC Wifi Hotspot Locations,Downtown Brooklyn WiFi
LinkNYC - Citybridge,Unknown,2172 3 AVENUE,New York,New York,10035,"(40.7996585501, -73.9389231001)",40.79965855,-73.9389231,MN34,East Harlem North,8,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Harlem,Unknown,pole 10: 117C5av,New York,New York,10035,"(40.8013499999, -73.9457560005)",40.80135,-73.945756,MN34,East Harlem North,9,Free,NYC Wifi Hotspot Locations,Harlem Wi-Fi
LinkNYC - Citybridge,Unknown,1992 BROADWAY,New York,New York,10023,"(40.7747231097, -73.9820050802)",40.77472311,-73.98200508,MN14,Lincoln Square,6,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Transit Wireless,Unknown,149 St - Grand Concourse [4],Bronx,New York,10451,"(40.8183750003, -73.927351)",40.818375,-73.927351,BX39,Mott Haven-Port Morris,17,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
Transit Wireless,Unknown,"High St (A,C)",Brooklyn,New York,11201,"(40.6993369998, -73.9905309995)",40.699337,-73.990531,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,Free,NYC Wifi Hotspot Locations,TransitWirelessWiFi
LinkNYC - Citybridge,Unknown,415 2 AVENUE,New York,New York,10010,"(40.7385025002, -73.9806104498)",40.7385025,-73.98061045,MN21,Gramercy,2,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
BPL,Unknown,6802 FT HAMILTON PARKWAY,Brooklyn,New York,11219,"(40.6292120977, -74.0118696682)",40.6292121,-74.01186967,BK30,Dyker Heights,43,Free,NYC Wifi Hotspot Locations,BPLUNWIRED
LinkNYC - Citybridge,Unknown,525 3 AVENUE,New York,New York,10016,"(40.7464490002, -73.9774439997)",40.746449,-73.977444,MN20,Murray Hill-Kips Bay,4,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,342 FLATBUSH AVENUE,Brooklyn,New York,11217,"(40.6761340504, -73.9718355401)",40.67613405,-73.97183554,BK37,Park Slope-Gowanus,39,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,261 COLUMBUS AVENUE,New York,New York,10023,"(40.7773770899, -73.9784436769)",40.77737709,-73.97844368,MN14,Lincoln Square,6,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,46-02 QUEENS BOULEVARD,Queens,New York,11377,"(40.7429119999, -73.9185400005)",40.742912,-73.91854,QN31,Hunters Point-Sunnyside-West Maspeth,26,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,41 MADISON AVENUE,New York,New York,10010,"(40.7425728603, -73.9866479603)",40.74257286,-73.98664796,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,2,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
Downtown Brooklyn,Unknown,333 Adams St.,Brooklyn,New York,11201,"(40.6936359997, -73.9883469996)",40.693636,-73.988347,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,33,Free,NYC Wifi Hotspot Locations,Downtown Brooklyn WiFi
LinkNYC - Citybridge,Unknown,2969 3 AVENUE,Bronx,New York,10455,"(40.8184607404, -73.9146837503)",40.81846074,-73.91468375,BX34,Melrose South-Mott Haven North,17,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,590 Lexington Ave,New York,New York,10022,"(40.7577931902, -73.9717031299)",40.75779319,-73.97170313,MN19,Turtle Bay-East Midtown,4,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
AT&T,Unknown,Restaurant area,Staten Island,New York,10305,"(40.5889999997, -74.0666999999)",40.589,-74.0667,SI36,Old Town-Dongan Hills-South Beach,50,Free,NYC Wifi Hotspot Locations,attwifi
NYPL,Unknown,877 SOUTHERN BOULEVARD,Bronx,New York,10459,"(40.8186874033, -73.8941356433)",40.8186874,-73.89413564,BX27,Hunts Point,17,Free,NYC Wifi Hotspot Locations,NYPL
LinkNYC - Citybridge,Unknown,43-60 NORTHERN BOULEVARD,Queens,New York,11101,"(40.7537456299, -73.9177027995)",40.75374563,-73.9177028,QN31,Hunters Point-Sunnyside-West Maspeth,26,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,845 3 AVENUE,New York,New York,10022,"(40.7565048904, -73.9701114701)",40.75650489,-73.97011147,MN19,Turtle Bay-East Midtown,4,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,148 West Fordham Road,Bronx,New York,10468,"(40.8626850001, -73.9075480003)",40.862685,-73.907548,BX30,Kingsbridge Heights,14,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
LinkNYC - Citybridge,Unknown,353 EAST 14 STREET,New York,New York,10003,"(40.7315210502, -73.9827646995)",40.73152105,-73.9827647,MN21,Gramercy,2,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
NYCHA,Unknown,277 Myrtle Ave,Brooklyn,New York,11205,"(40.6937239998, -73.9773511998)",40.693724,-73.9773512,BK68,Fort Greene,35,Free,NYC Wifi Hotspot Locations,DowntownBrooklynWiFi_Fon
LinkNYC - Citybridge,Unknown,611 Broadway,New York,New York,10024,"(40.7894240003, -73.9753910002)",40.789424,-73.975391,MN12,Upper West Side,6,Free,NYC Wifi Hotspot Locations,LinkNYC Free Wi-Fi
AT&T,Unknown,Near W 23rd St,New York,New York,10011,"(40.7474, -74.0051)",40.7474,-74.0051,MN13,Hudson Yards-Chelsea-Flatiron-Union Square,3,Free,NYC Wifi Hotspot Locations,attwifi
